UNIVERSITAS SYIAH KUALA,PENDIDIKAN MATEMATIKA,44,32.00%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN FISIKA,37,30.20%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN KIMIA,41,32.80%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN DOKTER,60,52.20%,"Rp500,000","Rp1,000,000","Rp2,525,250","Rp4,556,500","Rp22,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,ILMU KEPERAWATAN,58,40.90%,"Rp500,000","Rp1,000,000","Rp2,525,250","Rp3,556,500","Rp16,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN DOKTER GIGI,18,44.50%,"Rp500,000","Rp1,000,000","Rp2,525,250","Rp4,556,500","Rp21,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,MATEMATIKA,36,29.90%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,FISIKA,30,28.80%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp10,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,KIMIA,33,29.00%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp10,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,BIOLOGI,35,30.50%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp10,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,ILMU KELAUTAN,64,27.50%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,BUDIDAYA PERAIRAN,68,23.80%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp8,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,TEKNIK INDUSTRI,46,34.50%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,INFORMATIKA,34,37.50%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,FARMASI,24,44.50%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp15,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,TEKNIK GEOFISIKA,29,30.30%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,TEKNIK PERTAMBANGAN,21,36.20%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp11,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,STATISTIKA,22,34.50%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp8,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PEMANFAATAN SUMBERDAYA PERIKANAN,59,37.50%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp8,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,ILMU TANAH,30,44.50%,"Rp500,000","Rp1,000,000","Rp2,525,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,TEKNIK GEOLOGI,21,30.30%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,AGROTEKNOLOGI (PSDKU GAYO LUES),14,36.20%,"Rp500,000","Rp1,000,000","Rp2,525,250","Rp3,500,000","Rp10,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN BIOLOGI (PDSKU GAYO LUES),15,34.50%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,KEHUTANAN (PSDKU GAYO LUES),15,37.50%,"Rp500,000","Rp1,000,000","Rp2,525,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PROTEKSI TANAMAN,32,44.50%,"Rp500,000","Rp1,000,000","Rp2,525,250","Rp3,500,000","Rp10,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PERENCANAAN WILAYAH DAN KOTA,22,30.30%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,KEHUTANAN,25,36.20%,"Rp500,000","Rp1,000,000","Rp2,525,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,TEKNIK KOMPUTER,37,32.00%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp10,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,EKONOMI PEMBANGUNAN,73,33.80%,"Rp500,000","Rp1,000,000","Rp2,069,000","Rp3,500,000","Rp8,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,MANAJEMEN,60,38.50%,"Rp500,000","Rp1,000,000","Rp2,069,000","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,AKUNTANSI,62,40.20%,"Rp500,000","Rp1,000,000","Rp2,069,000","Rp3,500,000","Rp8,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,ILMU HUKUM,161,37.30%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,32,21.20%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN SEJARAH,35,27.40%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN EKONOMI,38,25.10%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN GEOGRAFI,31,25.30%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,37,30.60%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN BAHASA INGGRIS,44,32.60%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,34,21.90%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp7,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN KESEJAHTERAAN KELUARGA,37,22.90%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PEND. JASMANI KESEHATAN DAN REKREASI,49,22.90%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,BIMBINGAN KONSELING,39,25.00%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN GURU SEKOLAH DASAR,43,33.70%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PSIKOLOGI,32,35.60%,"Rp500,000","Rp1,000,000","Rp2,525,250","Rp3,500,000","Rp9,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,ILMU POLITIK,48,24.10%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,SOSIOLOGI,45,23.70%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,ILMU KOMUNIKASI,45,33.70%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,PENDIDIKAN GURU PAUD,36,23.60%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,ILMU PEMERINTAHAN,44,22.90%,"Rp500,000","Rp1,000,000","Rp2,025,250","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,EKONOMI ISLAM,45,30.60%,"Rp500,000","Rp1,000,000","Rp2,069,000","Rp3,500,000","Rp8,000,000",-,-,-
UNIVERSITAS SYIAH KUALA,MANAJEMEN (PSDKU GAYO LUES),25,25.10%,"Rp500,000","Rp1,000,000","Rp2,087,550","Rp3,500,000","Rp6,000,000",-,-,-
UNIVERSITAS MALIKUSSALEH,TEKNIK SIPIL,85,30.20%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,TEKNIK MESIN,105,27.00%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,TEKNIK KIMIA,80,27.00%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,TEKNIK ELEKTRO,76,31.00%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,TEKNIK INDUSTRI,76,32.00%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,TEKNIK INFORMATIKA,79,31.50%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,TEKNIK ARSITEKTUR,55,30.20%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,AGROEKOTEKNOLOGI,61,27.00%,"Rp500,000","Rp1,000,000","Rp1,800,000","Rp2,600,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,AGRIBISNIS,49,27.00%,"Rp600,000","Rp1,000,000","Rp1,800,000","Rp2,600,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,BUDIDAYA PERAIRAN,46,30.20%,"Rp500,000","Rp1,000,000","Rp1,800,000","Rp2,600,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,PENDIDIKAN DOKTER,32,45.50%,"Rp500,000","Rp1,000,000","Rp5,000,000","Rp8,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,PENDIDIKAN FISIKA,53,30.20%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,PENDIDIKAN KIMIA,24,46.10%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,PENDIDIKAN MATEMATIKA,30,45.50%,"Rp600,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,PENDIDIKAN TEKNIK MESIN,16,45.50%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,SISTEM INFORMASI,43,45.50%,"Rp500,000","Rp1,000,000","Rp2,000,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,ILMU KELAUTAN,33,47.70%,"Rp500,000","Rp1,000,000","Rp1,800,000","Rp2,600,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,TEKNIK MATERIAL,36,30.20%,"Rp500,000","Rp1,000,000","Rp2,200,000","Rp3,000,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,MANAJEMEN,106,46.20%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,AKUNTANSI,93,47.70%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,ILMU EKONOMI & STUDI PEMBANGUNAN,108,27.00%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,ILMU ADMINISTRASI NEGARA,95,46.10%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,SOSIOLOGI,84,40.80%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,ILMU POLITIK,38,38.98%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,ANTROPOLOGI,44,35.99%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,ILMU KOMUNIKASI,111,44.49%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,ILMU HUKUM,138,36.85%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,EKONOMI ISLAM,58,37.38%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,PSIKOLOGI,44,35.85%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,SASTRA INDONESIA,29,27.00%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS MALIKUSSALEH,ILMU ADMINISTRASI NIAGA,41,46.10%,"Rp500,000","Rp1,000,000","Rp1,700,000","Rp2,500,000",-,-,-,-
UNIVERSITAS TEUKU UMAR,TEKNIK SIPIL,66,22.60%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,TEKNIK MESIN,29,23.40%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,TEKNIK INDUSTRI,27,24.40%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,AGRIBISNIS,52,22.34%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,AGROTEKNOLOGI,32,20.56%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,PERIKANAN,49,21.45%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,KESEHATAN MASYARAKAT,82,23.40%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,AKUAKULTUR,12,20.45%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,SUMBER DAYA AKUATIK,15,22.60%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,TEKNOLOGI HASIL PERTANIAN,29,21.60%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,ILMU KELAUTAN,18,23.40%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,EKONOMI PEMBANGUNAN,47,21.60%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,ILMU ADMINISTRASI NEGARA,72,21.60%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,SOSIOLOGI,60,20.45%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,ILMU KOMUNIKASI,73,21.45%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,MANAJEMEN,75,24.40%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,AKUNTANSI,47,23.40%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS TEUKU UMAR,ILMU HUKUM,57,24.40%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp2,400,000",-,-,-
UNIVERSITAS SAMUDRA,AGROTEKNOLOGI,36,20.12%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,AGRIBISNIS,30,22.56%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,BUDIDAYA PERAIRAN,35,19.83%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp1,900,000","Rp2,500,000",-,-
UNIVERSITAS SAMUDRA,PENDIDIKAN MATEMATIKA,16,21.24%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,PENDIDIKAN FISIKA,23,20.54%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,PENDIDIKAN KIMIA,15,20.87%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,PENDIDIKAN BIOLOGI,36,22.97%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,TEKNIK MESIN,29,22.45%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,TEKNIK SIPIL,29,25.58%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,TEKNIK INDUSTRI,12,23.38%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,TEKNIK INFORMATIKA,30,25.67%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,MATEMATIKA,16,19.54%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,FISIKA,10,18.99%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,KIMIA,21,19.87%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,BIOLOGI,18,21.76%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,ILMU HUKUM,50,23.87%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,EKONOMI MANAJEMEN,45,23.88%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,EKONOMI PEMBANGUNAN,34,22.12%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,PENDIDIKAN SEJARAH,25,19.98%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,PENDIDIKAN GEOGRAFI,33,20.23%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,PENDIDIKAN OLAHRAGA,29,20.17%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,PENDIDIKAN GURU SEKOLAH DASAR,45,21.67%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,PENDIDIKAN BAHASA INGGRIS,30,23.19%,"Rp500,000","Rp1,000,000","Rp1,400,000","Rp1,800,000","Rp2,200,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,PENDIDIKAN BAHASA INDONESIA,15,22.10%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
UNIVERSITAS SAMUDRA,AKUNTANSI,29,24.87%,"Rp500,000","Rp1,000,000","Rp1,300,000","Rp1,600,000","Rp1,900,000","Rp2,600,000",-,-
ISBI ACEH,SENI TARI,2,21.20%,"Rp500,000","Rp1,000,000","Rp1,500,000",-,-,-,-,-
ISBI ACEH,SENI RUPA MURNI,1,21.10%,"Rp500,000","Rp1,000,000","Rp1,500,000",-,-,-,-,-
ISBI ACEH,KRIYA SENI,5,21.30%,"Rp500,000","Rp1,000,000","Rp1,500,000",-,-,-,-,-
ISBI ACEH,DESAIN KOMUNIKASI VISUAL,5,23.40%,"Rp500,000","Rp1,000,000","Rp1,500,000",-,-,-,-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,PENDIDIKAN TEKNIK ELEKTRO,42,25.30%,"Rp400,000","Rp900,000","Rp1,980,000","Rp1,685,000","Rp1,872,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,PENDIDIKAN TEKNOLOGI INFORMATIKA,30,24.50%,"Rp400,000","Rp900,000","Rp1,980,000","Rp1,973,000","Rp2,192,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ARSITEKTUR,48,24.90%,"Rp400,000","Rp1,000,000","Rp2,200,000","Rp2,520,000","Rp2,800,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,TEKNIK LINGKUNGAN,60,23.90%,"Rp400,000","Rp1,000,000","Rp2,200,000","Rp2,524,000","Rp2,804,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,BIOLOGI,48,23.70%,"Rp400,000","Rp1,000,000","Rp2,200,000","Rp2,520,000","Rp2,800,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,KIMIA,48,24.20%,"Rp400,000","Rp1,000,000","Rp2,200,000","Rp2,574,000","Rp2,860,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,TEKNOLOGI INFORMASI,48,34.60%,"Rp400,000","Rp900,000","Rp1,980,000","Rp1,973,000","Rp2,192,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU HUKUM,54,25.50%,"Rp400,000","Rp900,000","Rp1,980,000","Rp1,973,000","Rp2,192,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,BIMBINGAN KONSELING,28,24.40%,"Rp400,000","Rp800,000","Rp1,356,000","Rp1,634,000","Rp1,815,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU PERPUSTAKAAN,91,22.90%,"Rp400,000","Rp800,000","Rp1,356,000","Rp1,413,000","Rp1,569,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,EKONOMI SYARIAH,64,25.60%,"Rp400,000","Rp800,000","Rp1,356,000","Rp1,359,000","Rp1,509,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,PERBANKAN SYARIAH,96,26.10%,"Rp400,000","Rp800,000","Rp1,356,000","Rp1,427,000","Rp1,585,000","Rp2,400,000",-,-
UNIVERSITAS ISLAM NEGERI AR-RANIRY,ILMU EKONOMI,66,25.80%,"Rp400,000","Rp800,000","Rp1,356,000","Rp1,373,000","Rp1,525,000","Rp2,400,000",-,-
